date,kwh,Cumulative_solar_power,Gas/day
3/28/2020,19,32799,12
3/29/2020,20,32819,11
3/30/2020,15,32834,14
3/31/2020,9,32843,14
4/1/2020,341,32866,13
4/2/2020,358,32888,13
4/3/2020,363,32896,13
4/4/2020,378,32918,12
4/5/2020,392,32939,11
4/6/2020,414,32962,7
4/7/2020,425,32977,7
4/8/2020,439,32998,5
4/9/2020,459,33020,4
4/10/2020,473,33043,4
4/11/2020,494,33066,4
4/12/2020,506,33088,4
4/13/2020,0,33106,4
4/14/2020,27,33133,8
4/15/2020,21,33154,9
4/16/2020,23,33177,9
4/17/2020,21,33198,6
4/18/2020,22,33220,5
4/19/2020,9,33229,7
4/20/2020,17,33246,6
4/21/2020,25,33271,5
4/22/2020,25,33296,6
4/23/2020,26,33322,4
4/24/2020,24,33346,3
4/25/2020,28,33374,3
4/26/2020,27,33401,8
4/27/2020,26,33427,5
4/28/2020,25,33452,4
4/29/2020,6,33458,7
4/30/2020,12,33470,7
5/1/2020,625,33491,6
5/2/2020,619,33507,9
5/3/2020,637,33533,8
5/4/2020,629,33547,7
5/5/2020,630,33569,6
5/6/2020,638,33600,7
5/7/2020,651,33628,6
5/8/2020,650,33648,4
5/9/2020,646,33666,3
5/10/2020,648,33691,2
5/11/2020,632,33698,3
5/12/2020,632,33720,9
5/13/2020,0,33738,7
5/14/2020,16,33754,8
5/15/2020,30,33784,9
5/16/2020,21,33805,8
5/17/2020,24,33829,6
5/18/2020,24,33853,5
5/19/2020,26,33879,3
5/20/2020,29,33908,2
5/21/2020,27,33935,0
5/22/2020,28,33963,1
5/23/2020,13,33976,1
5/24/2020,26,34002,2
5/25/2020,7,34009,4
5/26/2020,26,34035,2
5/27/2020,27,34062,2
5/28/2020,29,34091,1
5/29/2020,30,34121,1
5/30/2020,28,34149,2
5/31/2020,28,34177,1
6/1/2020,714,34205,0
6/2/2020,723,34230,1
6/3/2020,724,34257,1
6/4/2020,733,34280,1
6/5/2020,719,34288,2
6/6/2020,702,34302,5
6/7/2020,692,34320,7
6/8/2020,689,34337,5
6/9/2020,681,34347,5
6/10/2020,665,34356,6
6/11/2020,670,34368,3
6/12/2020,668,34388,2
6/13/2020,0,34402,2
6/14/2020,24,34426,1
6/15/2020,16,34442,1
6/16/2020,26,34468,1
6/17/2020,22,34490,1
6/18/2020,13,34503,1
6/19/2020,26,34529,1
6/20/2020,22,34551,0
6/21/2020,24,34575,1
6/22/2020,13,34588,1
6/23/2020,25,34613,1
6/24/2020,29,34642,1
6/25/2020,28,34670,1
6/26/2020,28,34698,1
6/27/2020,17,34715,1
6/28/2020,15,34730,1
6/29/2020,26,34756,0
6/30/2020,17,34773,1
7/1/2020,584,34789,1
7/2/2020,569,34799,1
7/3/2020,556,34813,1
7/4/2020,556,34836,1
7/5/2020,555,34843,3
7/6/2020,558,34860,3
7/7/2020,566,34886,1
7/8/2020,566,34903,0
7/9/2020,561,34908,3
7/10/2020,566,34922,1
7/11/2020,582,34950,2
7/12/2020,587,34975,1
7/13/2020,0,35002,2
7/14/2020,29,35031,0
7/15/2020,8,35039,1
7/16/2020,10,35049,3
7/17/2020,9,35058,1
7/18/2020,16,35074,2
7/19/2020,25,35099,1
7/20/2020,23,35122,0
7/21/2020,19,35141,1
7/22/2020,29,35170,1
7/23/2020,24,35194,2
7/24/2020,23,35217,0
7/25/2020,9,35226,1
7/26/2020,9,35235,1
7/27/2020,20,35255,1
7/28/2020,17,35272,1
7/29/2020,17,35289,1
7/30/2020,25,35314,1
7/31/2020,27,35341,0
8/1/2020,575,35364,1
8/2/2020,586,35385,1
8/3/2020,595,35408,1
8/4/2020,582,35418,1
8/5/2020,598,35441,1
8/6/2020,607,35467,1
8/7/2020,606,35492,1
8/8/2020,609,35512,1
8/9/2020,627,35535,0
8/10/2020,636,35558,0
8/11/2020,630,35580,0
8/12/2020,625,35600,0
8/13/2020,0,35621,0
8/14/2020,14,35635,0
8/15/2020,17,35652,0
8/16/2020,10,35662,0
8/17/2020,12,35674,0
8/18/2020,18,35692,0
8/19/2020,17,35709,0
8/20/2020,13,35722,0
8/21/2020,15,35737,0
8/22/2020,21,35758,0
8/23/2020,14,35772,0
8/24/2020,13,35785,0
8/25/2020,17,35802,0
8/26/2020,9,35811,1
8/27/2020,8,35819,2
8/28/2020,8,35827,2
8/29/2020,10,35837,3
8/30/2020,11,35848,3
8/31/2020,8,35856,3
9/1/2020,505,35869,3
9/2/2020,495,35880,4
9/3/2020,488,35896,3
9/4/2020,484,35902,2
9/5/2020,476,35917,2
9/6/2020,467,35934,3
9/7/2020,455,35947,3
9/8/2020,452,35964,4
9/9/2020,433,35968,3
9/10/2020,418,35976,2
9/11/2020,416,35996,2
9/12/2020,413,36013,3
9/13/2020,0,36027,3
9/14/2020,19,36046,2
9/15/2020,17,36063,2
9/16/2020,17,36080,1
9/17/2020,18,36098,1
9/18/2020,18,36116,3
9/19/2020,18,36134,1
9/20/2020,14,36148,1
9/21/2020,17,36165,2
9/22/2020,16,36181,2
9/23/2020,16,36197,3
9/24/2020,7,36204,3
9/25/2020,8,36212,5
9/26/2020,5,36217,7
9/27/2020,14,36231,8
9/28/2020,6,36237,5
9/29/2020,1,36238,6
9/30/2020,8,36246,5
10/1/2020,384,36253,4
10/2/2020,377,36257,5
10/3/2020,365,36261,7
10/4/2020,362,36264,6
10/5/2020,357,36274,8
10/6/2020,346,36280,7
10/7/2020,344,36291,7
10/8/2020,332,36296,7
10/9/2020,331,36299,7
10/10/2020,331,36307,7
10/11/2020,317,36313,9
10/12/2020,310,36323,9
10/13/2020,0,36332,8
10/14/2020,4,36336,9
10/15/2020,5,36341,10
10/16/2020,8,36349,8
10/17/2020,5,36354,10
10/18/2020,6,36360,9
10/19/2020,5,36365,9
10/20/2020,7,36372,8
10/21/2020,2,36374,8
10/22/2020,6,36380,7
10/23/2020,5,36385,6
10/24/2020,8,36393,5
10/25/2020,3,36396,6
10/26/2020,2,36398,8
10/27/2020,4,36402,9
10/28/2020,3,36405,9
10/29/2020,4,36409,10
10/30/2020,3,36412,9
10/31/2020,3,36415,8
11/1/2020,166,36419,7
11/2/2020,165,36422,6
11/3/2020,163,36424,5
11/4/2020,166,36430,9
11/5/2020,163,36437,11
11/6/2020,165,36445,11
11/7/2020,162,36453,13
11/8/2020,165,36461,11
11/9/2020,167,36466,10
11/10/2020,162,36469,9
